Row,Stable_ID,UCUM_CODE,Print_Symbol,Label,Description,Synonyms,Search_Tokens,Dimension_Category,Dimension_Code,Metric_Code,Metric_Comment,Customary_Code,Customary_Comment,UCUM_Status,Is_Common,Source
79,ucum_dyn_x_s_per_cm_x_m2,dyn.s/(cm.m2),dyn·s/(cm·m²),dyn·s/(cm·m²) (dyne second per centimeter per square meter),dyne second per centimeter per square meter,dyn.s/(cm.m2);dyn·s/(cm·m²);dyne second per centimeter per square meter;dyne second per centimeters per square meter;dynes seconds per centimetres per square meters;dyne second per centimeter per square meters;dyne seconds per centimeter per square meter;dynes seconds per centimeters per square meters;dyne second per centimetres per square meter;dyne second per centimeter per square metres;dyne seconds per centimetre per square metre;dyne second per centimeters per square metre;dyne seconds per centimeter per square metre;dyne second per centimetre per square metre;dynes seconds per centimeters per square metres;dynes seconds per centimetres per square metres;dynes second per centimeter per square metre;dyne second per centimetre per square meter;dynes second per centimeter per square meter;dyne second per centimetre per square metres;dynes second per centimetre per square meter;dyne seconds per centimetre per square meter;dyne second per centimetres per square metre;dyne second per centimetre per square meters;dyne second per centimeter per square metre;dynes second per centimetre per square metre,dyn s cm m2 dyn·s cm·m² dyne second per centimeter square meter centimeters dynes seconds centimetres meters metres centimetre metre,Force,force,metric,,,,c/s,false,ucum_v1.5_2020_06
80,ucum_EhrlichU,{Ehrlich'U},{Ehrlich'U},{Ehrlich'U} (Ehrlich unit),Ehrlich unit,{Ehrlich'U};Ehrlich unit;Ehrlich units,ehrlich u unit units,Arbitrary Unit,arbitrary_unit,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
81,ucum_EhrlichU_per_100_x_g,{Ehrlich'U}/100.g,{Ehrlich'U}/100·g,{Ehrlich'U}/100·g (Ehrlich unit per 100 gram),Ehrlich unit per 100 gram,{Ehrlich'U}/100.g;{Ehrlich'U}/100·g;Ehrlich unit per 100 gram;Ehrlich units per 100 grams;Ehrlich unit per 100 grams;Ehrlich units per 100 gram,ehrlich u 100 g 100·g unit per gram units grams,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
82,ucum_EhrlichU_per_2_x_h,{Ehrlich'U}/(2.h),{Ehrlich'U}/(2·h),{Ehrlich'U}/(2·h) (Ehrlich unit per 2 hour),Ehrlich unit per 2 hour,{Ehrlich'U}/(2.h);{Ehrlich'U}/(2·h);Ehrlich unit per 2 hour;Ehrlich units per 2 hour;Ehrlich units per 2 hours;Ehrlich unit per 2 hours,ehrlich u 2 h 2·h unit per hour units hours,Number Concentration,number_concentration,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
83,ucum_EhrlichU_per_d,{Ehrlich'U}/d,{Ehrlich'U}/d,{Ehrlich'U}/d (Ehrlich unit per day),Ehrlich unit per day,{Ehrlich'U}/d;Ehrlich unit per day;Ehrlich unit per days;Ehrlich units per day;Ehrlich units per days,ehrlich u d unit per day days units,Number Concentration,number_concentration,mixed,non-prefixable: d,,,c/s,false,ucum_v1.5_2020_06
84,ucum_EhrlichU_per_dL,{Ehrlich'U}/dL,{Ehrlich'U}/dL,{Ehrlich'U}/dL (Ehrlich unit per deciliter),Ehrlich unit per deciliter,{Ehrlich'U}/dL;Ehrlich unit per deciliter;Ehrlich unit per decilitre;Ehrlich units per deciliters;Ehrlich units per decilitre;Ehrlich unit per deciliters;Ehrlich units per deciliter;Ehrlich unit per decilitres;Ehrlich units per decilitres,ehrlich u dl unit per deciliter decilitre units deciliters decilitres,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
85,ucum_EIA_index,{EIA_index},{EIA_index},{EIA_index} (EIA index),EIA index,{EIA_index};EIA index;EIA indices;eias indices;eias index,eia index indices eias,Arbitrary Unit,arbitrary_unit,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
86,ucum_EIA_titer,{EIA_titer},{EIA_titer},{EIA_titer} (EIA titer),EIA titer,{EIA_titer};EIA titer;eias titers;EIA titers;eias titer,eia titer eias titers,Arbitrary Unit,arbitrary_unit,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
87,ucum_EIAU,{EIA'U},{EIA'U},{EIA'U} (EIA unit),EIA unit,{EIA'U};EIA unit;eias units;eias unit;EIA units,eia u unit eias units,Arbitrary Unit,arbitrary_unit,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
88,ucum_EIAU_per_U,{EIA'U}/U,{EIA'U}/U,{EIA'U}/U (EIA unit per enzyme unit),EIA unit per enzyme unit,{EIA'U}/U;EIA unit per enzyme unit;EIA units per enzyme unit;EIA unit per enzymes unit;eias units per enzymes units;eias unit per enzyme unit;EIA unit per enzyme units,eia u unit per enzyme units enzymes eias,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
89,ucum_EV,{EV},{EV},{EV} (EIA value),EIA value,{EV};EIA value;eias values;EIA values;eias value,ev eia value eias values,Arbitrary Unit,arbitrary_unit,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
90,ucum_eV,eV,eV,eV (electron Volt),electron Volt,eV;electron Volt;electrons volts;electron volts;electrons Volt,ev electron volt electrons volts,Energy,energy,metric,,,,c/s,false,ucum_v1.5_2020_06
91,ucum_ELISAU,{ELISA'U},{ELISA'U},{ELISA'U} (ELISA unit),ELISA unit,{ELISA'U};ELISA unit;elisas unit;ELISA units;elisas units,elisa u unit elisas units,Arbitrary Unit,arbitrary_unit,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
92,ucum_U,U,U,U (enzyme unit),enzyme unit,U;enzyme unit;enzymes units;enzymes unit;enzyme units,u enzyme unit enzymes units,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
93,ucum_U_per_10,U/10,U/10,U/10 (enzyme unit per 10),enzyme unit per 10,U/10;enzyme unit per 10;enzymes units per 10;enzymes unit per 10;enzyme units per 10,u 10 enzyme unit per enzymes units,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
94,ucum_U_per_10e10,U/10*10,U/10¹⁰,U/10¹⁰ (enzyme unit per 10 billion),enzyme unit per 10 billion,U/10*10;U/10¹⁰;enzyme unit per 10 billion;enzymes unit per 10 billion;enzyme units per 10 billion;enzymes units per 10 billion,u 10 10¹⁰ enzyme unit per billion enzymes units,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
95,ucum_U_per_10e10_cells,U/10*10{cells},U/10¹⁰{cells},U/10¹⁰{cells} (enzyme unit per 10 billion cells),enzyme unit per 10 billion cells,U/10*10{cells};U/10¹⁰{cells};enzyme unit per 10 billion cells;enzyme units per 10 billion cells;enzymes unit per 10 billion cells;enzymes units per 10 billion cells,u 10 cells 10¹⁰ enzyme unit per billion units enzymes,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
96,ucum_U_per_10_x_g_feces,U/(10.g){feces},U/(10·g){feces},U/(10·g){feces} (enzyme unit per 10 gram of feces),enzyme unit per 10 gram of feces,U/(10.g){feces};U/(10·g){feces};enzyme unit per 10 gram of feces;enzyme unit per 10 grams of feces;enzyme units per 10 gram of feces;enzymes units per 10 grams of feces;enzymes unit per 10 gram of feces,u 10 g feces 10·g enzyme unit per gram of grams units enzymes,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
97,ucum_U_per_12_x_h,U/(12.h),U/(12·h),U/(12·h) (enzyme unit per 12 hour),enzyme unit per 12 hour,U/(12.h);U/(12·h);enzyme unit per 12 hour;enzyme units per 12 hour;enzymes units per 12 hours;enzymes unit per 12 hour;enzyme unit per 12 hours,u 12 h 12·h enzyme unit per hour units enzymes hours,Catalytic Activity,catalytic_activity,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
98,ucum_U_per_2_x_h,U/(2.h),U/(2·h),U/(2·h) (enzyme unit per 2 hour),enzyme unit per 2 hour,U/(2.h);U/(2·h);enzyme unit per 2 hour;enzyme unit per 2 hours;enzyme units per 2 hour;enzymes units per 2 hours;enzymes unit per 2 hour,u 2 h 2·h enzyme unit per hour hours units enzymes,Catalytic Activity,catalytic_activity,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
99,ucum_U_per_24_x_h,U/(24.h),U/(24·h),U/(24·h) (enzyme unit per 24 hour),enzyme unit per 24 hour,U/(24.h);U/(24·h);enzyme unit per 24 hour;enzymes units per 24 hours;enzyme units per 24 hour;enzymes unit per 24 hour;enzyme unit per 24 hours,u 24 h 24·h enzyme unit per hour enzymes units hours,Catalytic Activity,catalytic_activity,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
100,ucum_U_per_10e9,U/10*9,U/10⁹,U/10⁹ (enzyme unit per billion),enzyme unit per billion,U/10*9;U/10⁹;enzyme unit per billion;enzymes units per billion;enzymes unit per billion;enzyme units per billion,u 10 9 10⁹ enzyme unit per billion enzymes units,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
101,ucum_U_per_d,U/d,U/d,U/d (enzyme unit per day),enzyme unit per day,U/d;enzyme unit per day;enzymes unit per day;enzyme unit per days;enzyme units per day;enzymes units per days,u d enzyme unit per day enzymes days units,Catalytic Activity,catalytic_activity,mixed,non-prefixable: d,,,c/s,false,ucum_v1.5_2020_06
102,ucum_U_per_dL,U/dL,U/dL,U/dL (enzyme unit per deciliter),enzyme unit per deciliter,U/dL;enzyme unit per deciliter;enzymes units per decilitres;enzyme units per deciliter;enzymes unit per deciliter;enzymes unit per decilitre;enzyme unit per decilitres;enzyme unit per deciliters;enzyme unit per decilitre;enzyme units per decilitre;enzymes units per deciliters,u dl enzyme unit per deciliter enzymes units decilitres decilitre deciliters,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
103,ucum_U_per_g,U/g,U/g,U/g (enzyme unit per gram),enzyme unit per gram,U/g;enzyme unit per gram;enzymes units per grams;enzyme units per gram;enzymes unit per gram;enzyme unit per grams,u g enzyme unit per gram enzymes units grams,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
104,ucum_U_per_g_creat,U/g{creat},U/g{creat},U/g{creat} (enzyme unit per gram of creatinine),enzyme unit per gram of creatinine,U/g{creat};enzyme unit per gram of creatinine;enzyme unit per grams of creatinine;enzyme unit per gram of creatinines;enzymes units per grams of creatinines;enzyme units per gram of creatinine;enzymes unit per gram of creatinine,u g creat enzyme unit per gram of creatinine grams creatinines enzymes units,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
105,ucum_U_per_g_Hb,U/g{Hb},U/g{Hb},U/g{Hb} (enzyme unit per gram of hemoglobin),enzyme unit per gram of hemoglobin,U/g{Hb};enzyme unit per gram of hemoglobin;enzyme units per gram of hemoglobin;enzymes units per grams of hemoglobins;enzyme unit per gram of hemoglobins;enzyme unit per grams of hemoglobin;enzymes unit per gram of hemoglobin,u g hb enzyme unit per gram of hemoglobin units enzymes grams hemoglobins,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
106,ucum_U_per_g_protein,U/g{protein},U/g{protein},U/g{protein} (enzyme unit per gram of protein),enzyme unit per gram of protein,U/g{protein};enzyme unit per gram of protein;enzyme units per gram of protein;enzyme unit per grams of protein;enzymes unit per gram of protein;enzymes units per grams of proteins;enzyme unit per gram of proteins,u g protein enzyme unit per gram of units grams enzymes proteins,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
107,ucum_U_per_h,U/h,U/h,U/h (enzyme unit per hour),enzyme unit per hour,U/h;enzyme unit per hour;enzymes unit per hour;enzyme units per hour;enzymes units per hours;enzyme unit per hours,u h enzyme unit per hour enzymes units hours,Catalytic Activity,catalytic_activity,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
108,ucum_U_per_kg_Hb,U/kg{Hb},U/kg{Hb},U/kg{Hb} (enzyme unit per kilogram of hemoglobin),enzyme unit per kilogram of hemoglobin,U/kg{Hb};enzyme unit per kilogram of hemoglobin;enzyme unit per kilogram of hemoglobins;enzyme units per kilogram of hemoglobin;enzymes units per kilograms of hemoglobins;enzyme unit per kilograms of hemoglobin;enzymes unit per kilogram of hemoglobin,u kg hb enzyme unit per kilogram of hemoglobin hemoglobins units enzymes kilograms,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
109,ucum_U_per_L,U/L,U/L,U/L (enzyme unit per liter),enzyme unit per liter,U/L;enzyme unit per liter;enzymes units per liters;enzyme unit per liters;enzyme units per litre;enzyme units per liter;enzyme unit per litre;enzymes unit per liter;enzyme unit per litres;enzymes units per litres;enzymes unit per litre,u l enzyme unit per liter enzymes units liters litre litres,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,true,ucum_v1.5_2020_06
110,ucum_U_25Cel_per_L,U{25Cel}/L,U{25°C}/L,U{25°C}/L (enzyme unit per liter at 25 deg Celsius),enzyme unit per liter at 25 deg Celsius ,U{25Cel}/L;U{25°C}/L;enzyme unit per liter at 25 deg Celsius;enzyme unit per liters at 25 deg Celsius;enzyme unit per litre at 25 degs Celsius;enzyme unit per liter at 25 degs Celsius;enzymes unit per liter at 25 deg Celsius;enzyme units per litre at 25 deg Celsius;enzymes unit per litre at 25 deg Celsius;enzyme unit per litre at 25 deg Celsius;enzymes units per liters at 25 degs Celsius;enzyme units per liter at 25 deg Celsius;enzymes units per litres at 25 degs Celsius;enzyme unit per litres at 25 deg Celsius,u 25cel l 25°c enzyme unit per liter at 25 deg celsius liters litre degs enzymes units litres,Temperature,temperature,metric,,,,c/s,false,ucum_v1.5_2020_06
111,ucum_U_37Cel_per_L,U{37Cel}/L,U{37°C}/L,U{37°C}/L (enzyme unit per liter at 37 deg Celsius),enzyme unit per liter at 37 deg Celsius,U{37Cel}/L;U{37°C}/L;enzyme unit per liter at 37 deg Celsius;enzyme unit per litres at 37 deg Celsius;enzymes units per liters at 37 degs Celsius;enzyme unit per liter at 37 degs Celsius;enzymes unit per liter at 37 deg Celsius;enzyme units per liter at 37 deg Celsius;enzymes units per litres at 37 degs Celsius;enzyme unit per litre at 37 degs Celsius;enzyme unit per liters at 37 deg Celsius;enzymes unit per litre at 37 deg Celsius;enzyme unit per litre at 37 deg Celsius;enzyme units per litre at 37 deg Celsius,u 37cel l 37°c enzyme unit per liter at 37 deg celsius litres enzymes units liters degs litre,Temperature,temperature,metric,,,,c/s,false,ucum_v1.5_2020_06
112,ucum_U_per_mL,U/mL,U/mL,U/mL (enzyme unit per milliliter),enzyme unit per milliliter,U/mL;enzyme unit per milliliter;enzymes units per millilitres;enzyme unit per millilitre;enzyme unit per milliliters;enzyme units per millilitre;enzymes units per milliliters;enzymes unit per milliliter;enzyme unit per millilitres;enzymes unit per millilitre;enzyme units per milliliter,u ml enzyme unit per milliliter enzymes units millilitres millilitre milliliters,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
113,ucum_U_per_mL_RBCs,U/mL{RBCs},U/mL{RBCs},U/mL{RBCs} (enzyme unit per milliliter of red blood cells),enzyme unit per milliliter of red blood cells,U/mL{RBCs};enzyme unit per milliliter of red blood cells;enzymes unit per millilitre of red blood cells;enzyme unit per millilitre of red blood cells;enzymes unit per milliliter of red blood cells;enzyme units per milliliter of red blood cells;enzymes units per milliliters of red blood cells;enzyme units per millilitre of red blood cells;enzymes units per millilitres of red blood cells;enzyme unit per milliliters of red blood cells;enzyme unit per millilitres of red blood cells,u ml rbcs enzyme unit per milliliter of red blood cells enzymes millilitre units milliliters millilitres,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
114,ucum_U_per_mmol_creat,U/mmol{creat},U/mmol{creat},U/mmol{creat} (enzyme unit per millimole of creatinine),enzyme unit per millimole of creatinine,U/mmol{creat};enzyme unit per millimole of creatinine;enzymes units per millimoles of creatinines;enzyme unit per millimole of creatinines;enzyme unit per millimoles of creatinine;enzymes unit per millimole of creatinine;enzyme units per millimole of creatinine,u mmol creat enzyme unit per millimole of creatinine enzymes units millimoles creatinines,Catalytic Activity,catalytic_activity,metric,,,,c/s,false,ucum_v1.5_2020_06
